CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,AGEAD
3,0,0,M,0,DA,21,61
2,0,0,A,0,DV,21,34
4,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,51
2,0,0,A,0,DV,21,49
4,0,0,C,0,DV,21,23
2,0,0,A,0,DV,21,31
3,0,1,C,0,DV,21,24
3,0,0,D,0,DA,21,51
2,2210,0,A,0,DA,21,43
2,0,0,A,0,DA,25,71
3,0,0,M,0,DA,25,57
3,0,0,A,0,DA,25,48
2,0,0,A,0,DV,21,34
4,0,0,A,0,DV,21,22
2,1435,0,A,0,DA,21,66
3,0,0,M,0,DV,21,60
2,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,59
3,2113,3,A,0,DA,21,59
2,4100,3,M,0,DA,21,54
2,0,0,A,0,DA,21,57
3,0,0,A,0,DA,21,54
3,0,1,M,0,DA,21,47
3,1266,1,A,0,DA,21,46
2,0,0,A,0,DV,21,72
3,0,0,A,0,DV,21,63
2,3493,3,M,0,DA,21,42
3,0,0,G,0,DA,21,50
2,0,0,C,0,DV,21,30
3,0,0,M,2,DA,21,57
3,0,0,A,0,DV,21,61
2,0,0,A,0,DV,21,50
2,0,1,A,0,DA,21,53
2,0,0,U,0,DV,21,30
4,0,0,A,0,RA,21,30
2,0,0,A,0,DV,21,28
3,0,0,A,0,DA,25,48
2,0,0,A,0,DV,21,62
3,0,0,A,0,DV,21,49
3,0,0,A,0,DV,21,58
2,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,36
2,0,0,A,0,DV,21,36
3,0,0,M,0,DV,21,56
3,0,0,M,0,DA,21,26
2,0,0,D,0,DV,21,36
2,0,0,A,0,RA,21,75
2,5915,4,A,2,DA,21,47
2,0,0,A,0,RA,21,43
2,2417,0,C,0,DA,21,29
3,0,0,M,0,DA,25,43
2,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,33
2,0,0,A,0,RA,21,47
4,0,0,C,0,DV,21,26
2,0,0,A,0,DA,21,48
3,2100,2,M,0,DA,21,45
2,1580,2,M,0,DA,21,36
3,1020,2,A,0,DA,21,45
2,0,0,A,0,DA,21,49
2,0,0,A,2,DA,21,42
3,0,0,D,0,DV,21,25
4,0,0,A,0,DV,21,24
3,0,3,M,0,DA,21,44
3,0,0,A,0,DA,21,42
2,0,0,M,0,DV,21,48
2,0,0,A,2,DA,21,47
2,1302,0,A,0,DV,21,23
4,0,0,C,0,DV,21,20
2,0,0,C,0,DV,21,25
2,1505,0,C,0,DV,21,30
2,0,0,C,0,DV,21,69
3,0,0,A,0,DV,21,27
3,0,0,A,2,RA,21,32
2,0,0,A,0,DV,21,30
3,0,0,M,0,DV,21,26
4,1323,1,U,0,DV,21,32
3,1300,2,M,0,DA,21,38
2,1497,0,A,0,DA,21,25
2,0,0,A,0,RA,21,48
3,0,0,D,0,DA,25,42
4,0,0,C,2,DA,21,30
4,0,0,C,0,DV,21,26
2,0,0,C,0,RA,21,25
2,0,0,M,0,DA,21,56
4,0,0,C,0,DV,21,39
4,0,0,C,0,DV,21,26
3,0,0,S,0,DA,21,51
4,0,0,A,0,RA,21,46
3,0,0,A,0,DV,21,31
2,0,0,A,0,DV,21,59
2,0,0,A,0,DV,21,34
3,0,0,M,0,DA,21,39
2,0,0,D,0,DA,10,44
3,0,0,D,0,DV,21,55
3,0,0,A,0,DV,21,36
2,2450,1,A,0,DA,21,51
3,0,0,M,0,DA,25,55
2,0,0,A,0,DV,21,36
4,0,0,A,0,DV,21,39
4,1462,0,U,0,DV,21,28
4,0,1,C,0,DV,21,27
3,2464,3,B,0,DA,21,45
3,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,50
3,0,0,A,2,RA,21,47
3,2075,2,M,0,DA,21,36
3,0,0,M,0,DA,25,45
3,0,0,A,0,RA,10,28
2,0,0,A,0,RA,21,26
3,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,36
3,0,0,A,0,DA,21,50
3,1676,1,F,0,DA,21,39
4,0,0,C,0,DV,21,26
2,0,0,M,2,DA,21,50
2,0,0,A,0,DV,21,29
3,0,0,A,2,DA,21,54
2,0,0,A,0,DA,21,35
3,0,0,A,0,DA,21,44
2,0,0,A,0,DV,21,31
2,2847,1,C,0,DV,21,32
3,0,0,M,2,DA,21,31
2,0,0,A,0,RA,21,48
3,0,0,A,0,RA,21,46
3,0,1,M,0,DA,21,48
3,0,0,M,0,DA,21,54
4,0,0,C,0,DA,25,56
2,0,0,M,0,DA,21,55
4,1369,0,C,0,DV,21,25
2,0,0,M,0,DV,21,33
3,0,0,M,0,DV,21,29
4,0,0,C,0,DV,21,42
2,0,0,M,2,DA,21,37
2,0,2,M,0,RA,21,37
3,0,0,A,0,DV,21,40
2,0,0,A,0,DV,21,46
3,0,0,M,0,DA,25,34
3,1766,0,M,0,DA,21,52
2,0,0,M,0,DA,25,55
2,0,0,U,0,DV,21,26
2,0,0,C,0,DV,21,26
2,0,0,A,0,DV,21,70
2,0,0,U,0,DV,21,27
3,0,0,D,2,DA,21,47
4,0,0,C,0,DV,21,24
4,0,0,A,0,DA,21,27
3,0,0,M,0,DA,21,52
3,0,0,M,0,DA,21,62
2,2093,0,U,0,DV,21,34
2,0,0,A,0,DA,25,45
2,0,0,A,0,DV,21,62
2,0,0,A,0,DV,21,71
3,1900,0,B,0,DA,21,47
2,0,0,M,0,DA,25,41
3,0,0,A,0,DA,25,55
3,2144,1,M,0,DA,21,43
2,2630,2,M,0,DA,21,50
3,2075,0,M,0,DA,21,58
2,1213,0,A,0,DA,21,26
2,0,0,A,0,DV,21,29
4,0,0,C,0,DA,21,33
4,0,0,A,0,RA,21,24
2,0,0,A,0,DV,21,25
3,0,0,M,0,DA,21,35
2,0,0,A,0,DA,21,55
2,2359,1,M,0,DV,21,42
2,0,3,B,0,DA,21,42
4,0,0,C,0,DA,25,45
3,2440,3,M,0,DA,21,32
2,3215,3,A,0,DA,21,51
3,1812,3,B,0,DA,21,64
4,1295,0,C,0,DV,21,27
3,0,0,A,0,DV,21,38
4,0,0,C,0,DV,21,27
3,0,2,M,2,DA,21,55
3,0,2,M,0,DA,21,38
3,0,0,M,0,DA,25,55
3,1714,1,M,0,DV,21,31
2,0,0,A,0,DV,21,30
3,0,0,A,0,DV,21,28
2,2790,3,M,0,DA,21,40
2,0,0,U,0,DA,25,49
4,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,37
2,1173,0,A,0,DA,21,28
3,1616,2,M,0,DA,21,29
3,0,0,U,0,DV,21,29
3,0,0,A,0,DA,21,50
3,0,3,M,0,DA,21,37
3,0,0,M,0,DA,21,42
3,0,0,M,0,DV,21,54
3,0,0,A,0,RA,21,38
2,0,0,A,0,RA,21,44
2,0,0,A,0,DV,21,47
2,1732,2,U,0,DA,21,32
2,1286,0,C,0,DV,21,23
2,0,0,A,0,RA,21,36
3,0,0,V,0,DA,25,53
3,0,0,M,0,DA,21,60
4,0,0,A,0,DV,21,24
2,0,0,A,0,DV,21,24
2,0,0,A,0,DV,21,43
3,0,0,M,0,DA,25,60
2,0,0,M,0,DA,21,34
2,3032,2,A,0,DA,21,51
3,2130,2,B,0,DA,21,36
4,0,0,A,0,DV,21,25
4,0,0,A,0,RA,21,29
2,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,27
2,0,0,A,2,DA,21,44
4,0,0,A,0,RA,21,19
2,0,1,C,0,DV,21,33
2,0,0,A,0,DV,21,38
2,0,0,C,0,DV,21,26
3,0,0,M,0,DA,21,28
3,1895,0,B,0,DA,21,51
3,0,0,A,0,DV,21,36
2,0,0,M,0,DV,21,36
3,0,0,M,0,DV,21,31
4,0,0,C,0,DV,21,23
2,0,0,A,0,DV,21,54
3,0,0,D,0,DV,21,48
2,0,0,A,0,DV,21,40
3,1425,1,M,0,DA,21,34
2,0,0,A,0,DV,21,54
3,0,0,A,0,DA,25,53
2,2083,0,M,0,DV,21,27
3,0,0,A,0,DV,21,42
3,0,0,A,2,DA,21,49
3,1545,0,U,0,DV,21,27
3,0,0,M,0,DV,21,31
3,0,0,A,0,DA,25,62
4,1521,0,U,0,DV,21,26
2,0,2,A,2,DA,21,51
2,0,0,U,2,DA,21,32
3,0,0,M,0,DA,21,40
3,1500,2,A,0,DA,21,56
4,1478,0,U,0,DV,21,26
2,0,0,C,0,DV,21,55
3,0,0,A,0,DV,21,48
3,0,0,M,0,DV,21,25
3,0,0,A,0,DV,21,34
2,0,0,A,0,DA,21,44
2,0,0,A,0,DA,25,69
2,1336,0,U,0,DV,21,28
2,0,0,M,2,DV,21,37
2,0,0,M,0,DA,21,54
2,0,0,A,0,DV,21,44
2,0,0,A,0,DV,21,39
3,0,0,D,0,DV,21,39
3,0,3,M,0,DA,21,39
3,0,0,M,0,DA,25,50
2,0,0,A,0,DV,21,40
4,1800,1,C,0,DV,21,27
3,0,0,M,2,DA,21,46
2,0,0,M,0,DA,25,50
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,57
3,0,0,M,0,DA,21,59
2,0,0,A,0,RA,21,28
4,0,0,C,2,DA,21,30
3,0,0,A,0,DV,21,29
2,0,0,A,0,DV,21,37
2,0,0,A,0,DV,10,31
3,0,0,A,0,DV,10,24
3,0,0,A,0,DV,21,52
4,0,0,C,2,DA,21,40
2,0,0,A,0,DV,21,53
3,0,0,A,0,DV,21,53
2,0,0,U,0,DV,21,29
2,0,0,A,0,DV,21,47
3,0,0,A,2,DV,21,47
2,0,0,A,0,DA,21,66
2,2380,4,M,0,DV,21,36
3,1343,4,M,0,DV,21,30
4,1504,0,U,0,DA,21,33
3,0,0,A,0,DV,21,24
2,0,0,A,0,RA,21,29
3,0,0,A,0,DV,10,54
2,0,3,B,0,DA,21,44
3,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,28
3,0,0,A,0,DA,21,44
3,0,0,A,0,DV,21,47
3,0,0,M,0,DV,21,33
2,0,0,A,0,DA,21,49
4,0,0,C,0,DV,21,46
3,0,0,M,0,DV,21,28
2,0,0,C,0,DV,21,24
3,0,0,A,0,DA,25,51
2,0,0,M,0,DV,21,65
2,0,0,M,0,DA,21,56
3,0,0,A,0,DV,21,61
2,0,0,A,0,DA,21,37
2,0,0,A,0,DV,21,38
4,1400,0,U,2,DV,21,24
3,0,0,A,0,DV,21,64
2,0,0,A,0,RA,21,30
3,0,0,M,2,DA,21,59
2,0,0,G,0,DA,21,56
3,0,0,D,0,DA,25,52
3,1000,1,B,0,DV,21,29
4,1500,0,C,0,DV,21,27
4,0,0,C,2,DA,21,37
4,0,0,C,2,DA,21,44
3,0,0,A,2,DA,21,58
3,0,0,M,0,DA,21,44
2,0,0,A,0,DV,21,35
3,0,0,A,0,DV,21,61
3,0,0,A,0,DV,21,37
2,0,0,A,0,DV,21,46
2,0,0,M,0,DV,21,53
3,0,0,M,0,DA,21,43
2,1888,0,U,0,DA,21,25
2,2440,3,M,0,DV,21,38
2,0,0,C,0,DV,21,24
3,1509,1,M,0,DV,21,26
3,0,0,A,0,DV,21,58
4,0,0,A,0,DV,21,30
2,0,0,M,0,DA,21,45
2,0,0,A,0,DA,25,48
3,0,0,A,0,DV,21,63
3,0,0,A,0,DA,25,61
2,1313,0,U,2,DV,21,26
3,0,0,A,0,DV,21,26
2,0,0,A,0,DV,21,34
4,0,0,A,0,DV,21,53
3,0,0,A,0,DV,21,59
2,0,0,A,0,DV,21,28
4,0,0,A,0,DV,21,27
2,0,0,A,2,DA,21,39
3,0,0,M,0,DA,21,44
3,0,0,A,0,DA,21,41
4,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,42
3,0,0,A,0,DA,21,37
2,0,0,M,0,DA,21,61
2,1220,2,M,0,DA,21,39
4,0,0,A,0,DV,21,31
2,0,0,D,0,DV,21,39
2,0,0,U,0,DV,21,34
2,0,0,M,0,DA,25,53
2,1508,0,C,0,DV,21,25
2,0,0,A,0,DV,21,31
4,0,0,C,0,DA,21,26
2,0,0,A,0,DV,21,57
4,0,0,C,0,DA,21,24
4,0,0,C,0,DA,21,30
2,0,3,M,0,DV,21,25
2,0,0,A,0,DV,21,47
2,0,0,A,0,DA,21,38
3,0,0,A,0,DV,21,58
3,0,0,A,0,DV,21,46
2,0,0,M,0,DA,21,44
2,0,0,A,0,DV,21,51
3,0,0,A,0,DA,21,50
3,0,0,A,0,DV,21,36
3,0,0,M,0,DA,21,31
3,0,0,A,0,DV,21,27
3,0,0,M,0,DA,21,60
3,0,0,V,0,DV,21,38
2,0,0,M,2,DV,21,53
3,0,0,M,0,DV,21,30
2,0,0,A,0,DV,21,67
2,2112,2,M,2,DA,21,30
3,0,0,A,0,DA,21,40
3,0,0,A,0,DA,21,30
2,0,0,A,0,RA,21,28
2,0,0,A,0,DV,10,50
2,0,0,A,0,DV,21,53
3,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,37
3,0,0,A,0,DV,21,20
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,48
3,0,0,A,0,DV,21,31
2,0,0,A,0,DA,21,44
3,0,0,A,0,DV,21,42
2,0,0,A,0,DV,21,60
2,0,0,A,0,DA,21,35
4,0,0,C,0,DV,21,24
2,0,0,A,0,DV,21,62
3,0,0,A,0,DA,21,35
2,0,0,S,0,DV,21,39
3,0,0,A,0,DA,21,22
2,0,0,A,0,DV,21,21
4,0,0,C,0,DV,21,56
4,0,0,C,0,DV,21,20
3,0,0,A,0,DV,21,49
2,0,0,A,0,DV,21,41
3,2356,0,D,0,DV,21,38
2,0,0,A,0,DA,21,41
2,0,0,A,0,DV,21,39
3,0,0,A,0,DA,21,35
3,0,0,D,0,DA,21,21
2,0,0,V,2,DA,21,45
3,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,50
3,0,0,A,0,DV,21,20
2,0,0,A,0,DV,21,54
3,0,0,A,0,DA,21,26
4,0,0,C,0,DV,21,29
3,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,56
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,31
3,3426,2,D,0,DV,21,34
4,1900,0,C,0,DV,21,43
3,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,54
3,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,41
3,0,0,D,0,DV,21,33
2,0,0,A,0,DV,21,21
2,0,0,A,0,DV,21,44
3,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,43
2,0,0,A,0,DV,21,31
3,0,0,M,0,DV,21,51
2,0,0,M,0,DV,21,46
2,0,0,A,0,DV,21,26
3,0,0,M,0,DV,21,22
2,0,0,A,0,DV,21,39
2,0,1,M,0,DV,21,37
3,0,0,C,0,DV,21,31
3,0,0,M,0,DA,21,26
3,0,2,D,0,DV,21,28
2,0,0,A,0,DV,21,64
3,0,0,A,0,DV,21,46
3,0,0,A,0,DA,21,41
2,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,30
3,0,0,A,0,DA,21,44
2,0,0,A,0,DV,21,25
3,0,0,A,0,DV,21,43
3,0,0,D,0,RA,21,44
2,0,0,A,0,DV,21,47
2,0,0,A,0,DV,21,22
2,0,0,A,0,DV,21,57
3,0,0,A,0,DV,21,66
2,0,0,A,0,DV,21,23
2,0,0,M,0,DV,21,53
3,0,0,A,0,DA,21,51
4,0,0,C,0,DV,21,62
3,0,0,A,0,DV,21,52
2,0,0,A,0,DA,21,33
3,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,36
3,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,60
2,0,0,A,0,DV,21,45
2,0,0,A,0,DV,21,51
3,0,0,A,0,DV,21,62
3,0,0,M,0,DA,21,42
3,0,0,A,0,DV,21,27
2,0,0,A,0,DV,21,45
3,0,0,D,2,DA,21,31
2,0,0,A,0,DV,21,60
2,0,0,A,0,DV,21,22
3,0,0,A,0,DV,21,56
2,2477,3,M,0,DV,21,24
3,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,54
2,0,2,D,0,DA,21,24
3,0,0,D,0,DA,21,35
2,0,0,S,0,DA,21,35
3,0,0,A,0,DV,21,51
3,0,0,V,0,DV,21,58
3,0,0,B,0,DV,21,44
3,0,0,A,0,DV,21,53
3,0,0,M,0,DV,21,53
4,0,0,C,0,DV,21,42
3,0,0,M,0,DV,21,21
3,0,0,A,0,RA,21,36
3,0,0,A,0,DV,21,32
2,0,0,M,0,DA,21,37
3,0,0,A,0,DV,21,30
3,0,0,M,0,DA,21,24
4,0,0,C,0,DV,21,31
2,0,0,A,0,DV,21,50
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,64
4,0,0,C,0,DV,21,38
3,0,0,A,0,DV,21,50
2,0,0,A,0,DV,21,35
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,36
3,0,0,A,0,DA,40,37
3,0,0,A,0,DV,21,61
3,0,0,A,0,DV,21,36
3,0,0,M,0,DA,21,30
3,0,0,A,0,DV,21,33
2,0,0,M,0,DV,21,28
3,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,29
2,0,0,A,0,DV,21,39
3,0,0,A,0,DV,21,26
3,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,37
3,0,0,A,0,DA,21,25
3,0,1,A,0,DV,21,40
3,0,0,A,0,DV,21,52
2,0,0,A,0,DV,21,48
3,0,0,A,0,DV,21,21
2,0,1,M,0,DV,21,24
4,0,0,C,0,DV,21,52
2,0,0,A,0,RA,21,37
2,0,0,A,0,DV,21,45
3,0,0,A,0,DV,21,55
2,0,3,M,0,DV,21,23
3,0,0,A,0,DV,21,46
2,0,0,A,0,DA,21,37
2,0,0,A,0,DV,21,24
2,0,0,A,0,DV,21,46
3,0,0,A,0,RA,21,29
3,0,0,A,0,DV,21,26
4,0,0,C,0,DV,21,43
3,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,46
2,0,0,A,0,DV,21,26
3,0,2,M,0,DV,21,31
2,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,24
2,0,0,V,0,DV,21,46
4,0,0,C,0,DV,21,43
3,0,0,A,0,RA,21,37
2,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,47
2,0,0,A,0,DA,21,37
2,0,0,A,0,DA,21,27
3,0,0,M,2,DV,21,30
3,0,0,D,0,DV,21,37
2,0,0,A,0,DV,21,41
3,0,0,A,0,DV,21,23
3,0,0,M,0,DA,21,37
3,0,0,D,0,DA,21,40
2,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,46
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,38
3,0,0,V,0,RA,21,39
2,0,0,M,0,DA,21,37
2,0,0,A,0,DV,21,59
2,0,0,D,0,DV,21,29
2,0,0,A,0,RA,21,21
3,0,0,A,0,DV,21,34
2,2378,0,M,0,DV,21,37
4,0,0,C,0,DV,21,29
3,0,0,A,0,DA,21,29
2,1639,0,D,0,DV,21,28
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,22
2,0,0,A,0,DV,21,46
2,0,0,D,0,DA,21,32
3,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,35
2,0,0,A,0,DV,21,25
2,0,0,A,0,DV,21,38
3,0,0,A,0,RA,21,35
2,0,0,A,0,DV,21,26
2,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,41
2,0,0,A,0,DV,21,27
2,0,0,A,2,DA,21,33
2,0,0,A,0,DA,21,46
3,0,0,A,0,DV,21,30
3,0,0,A,0,DA,21,24
2,0,0,M,0,DV,21,60
4,0,0,C,0,DA,21,25
2,0,0,A,0,DV,21,51
2,0,0,A,0,DV,21,43
2,0,1,M,0,DV,21,31
3,0,0,M,0,DV,21,43
2,0,0,A,0,DV,21,59
3,0,0,A,0,DV,21,63
2,1710,0,M,0,DV,21,42
3,2009,2,M,0,DV,21,32
2,0,0,A,0,DV,21,23
4,0,0,C,0,DV,21,22
2,0,0,A,0,DV,21,52
2,0,0,A,0,RA,21,37
3,0,0,A,0,DV,21,55
2,0,0,A,0,DV,21,47
2,0,0,A,2,DV,10,41
2,0,0,C,0,DV,21,27
2,0,0,M,0,DV,21,46
3,0,0,A,0,DV,21,57
2,0,0,A,0,DV,21,22
3,0,0,A,0,DV,21,32
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,53
2,0,0,A,0,DV,21,49
3,0,0,V,0,DV,21,54
3,0,0,A,0,DV,21,39
3,0,0,A,0,DV,21,41
3,0,0,U,0,DA,21,27
2,0,0,M,0,DV,21,32
3,0,0,A,0,DV,21,42
3,0,0,A,0,DV,21,54
2,0,1,M,0,DV,21,39
2,0,0,A,0,DV,21,50
2,0,0,M,0,DA,21,23
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,45
2,0,0,A,0,DV,21,40
2,0,0,A,0,DV,21,45
4,0,0,C,0,DV,21,21
2,0,0,A,0,DV,21,44
2,0,0,M,0,DA,21,28
3,0,0,A,0,DV,21,57
2,0,0,A,0,DV,21,46
3,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,52
2,0,0,A,0,RA,21,27
2,0,0,A,0,DV,21,53
2,0,0,A,0,DV,21,33
3,0,0,A,0,DV,21,32
3,0,0,A,0,DV,21,62
3,0,0,U,0,RA,21,35
3,0,0,M,0,DV,21,45
2,0,0,A,0,DV,21,38
3,0,0,B,0,DA,21,27
2,0,0,A,0,DA,21,32
3,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,40
3,0,0,A,0,DV,21,30
2,0,0,A,0,DV,21,69
3,0,0,A,0,DV,21,45
3,0,0,A,0,DV,21,60
2,0,0,A,0,DV,21,55
2,0,0,A,0,DA,25,54
2,0,0,A,0,DV,21,26
3,0,0,A,0,RA,21,71
2,0,0,C,0,DA,25,33
3,3876,1,M,0,DA,21,54
2,1558,2,A,0,DA,21,39
4,1650,0,C,0,DA,21,29
2,0,0,C,0,DA,25,42
4,0,0,A,0,DV,21,41
4,0,0,A,0,DV,21,48
3,0,0,M,2,DA,21,31
4,0,0,A,0,RA,21,21
2,4116,3,A,0,DA,21,35
3,0,0,A,2,DA,10,35
3,0,0,V,2,DA,21,33
4,0,0,C,0,DV,21,41
3,0,1,D,0,DV,21,39
2,0,0,M,2,DA,21,47
2,0,2,M,2,DA,21,56
4,0,0,A,0,DV,21,41
2,1524,0,M,0,DV,21,44
2,0,0,M,0,DV,21,29
2,0,0,A,0,DV,21,38
3,0,0,A,0,DV,21,34
2,0,0,A,2,DA,21,61
3,0,0,A,0,DV,21,24
3,0,0,A,0,DV,21,29
4,2390,0,U,0,DV,21,28
2,0,0,M,0,DA,21,51
3,1700,1,M,0,DA,21,48
3,0,0,A,0,DV,21,47
2,0,0,A,2,DA,25,41
2,1885,3,M,0,DV,21,38
2,0,3,M,0,DV,21,39
4,0,0,A,0,RA,21,31
3,0,0,A,0,DV,21,56
2,0,0,A,0,DV,21,34
3,0,0,A,0,DV,21,35
2,1368,0,C,0,DV,21,23
2,0,0,C,0,DV,21,38
2,0,0,A,0,DA,21,50
3,0,0,M,0,DA,25,52
2,0,0,C,0,DV,21,25
2,0,0,A,0,DV,21,72
2,0,0,A,2,DA,21,29
2,4550,0,U,0,DV,21,47
2,1828,0,A,0,DV,21,26
4,0,2,C,0,DV,21,37
2,0,2,C,0,DV,21,33
2,946,0,U,0,DV,21,28
3,0,0,A,0,DV,21,27
4,0,0,A,2,DV,21,33
4,1600,0,C,0,DV,21,31
2,0,0,M,0,DA,21,60
3,0,0,A,0,RA,21,40
3,0,0,M,0,DA,21,29
3,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,45
4,0,0,A,2,DV,21,21
2,0,0,A,0,DV,21,25
3,2130,0,M,0,DA,21,49
2,0,0,M,0,DA,21,39
3,0,0,D,0,DA,25,47
2,0,0,A,2,DA,21,37
2,0,0,C,0,DV,21,20
4,0,0,C,0,DV,21,24
3,1900,1,M,0,DA,21,39
4,2164,3,U,0,DA,21,45
2,0,0,A,0,DV,21,56
2,0,0,A,0,DV,21,62
3,3300,0,M,0,DA,21,52
4,0,0,C,0,DV,21,27
2,0,0,C,0,DV,21,25
3,0,0,M,2,DA,21,51
3,0,0,A,0,DV,21,57
2,0,0,A,0,DV,10,30
2,0,0,M,0,DV,21,66
2,0,0,A,0,DV,21,27
3,0,0,A,0,DV,21,36
3,0,0,M,0,DA,23,30
2,0,0,C,0,DV,21,29
2,0,0,M,0,DV,21,31
2,0,3,M,0,DA,21,47
2,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,43
3,0,0,A,0,DV,21,40
2,0,2,M,0,DV,21,32
3,0,2,M,0,DV,21,31
3,0,0,A,2,DA,21,47
2,0,2,M,0,DA,21,54
3,0,0,M,0,DA,25,49
3,0,0,M,2,DA,21,55
2,0,0,A,0,DV,21,26
2,0,0,A,0,DV,21,54
2,0,0,A,0,RA,21,33
2,0,0,M,0,DV,21,68
3,0,0,M,0,DV,21,64
2,0,0,M,0,DV,21,37
4,0,0,A,0,DV,21,19
2,0,0,A,0,DV,21,21
2,2312,2,B,0,DA,21,51
2,0,0,A,0,DV,21,33
2,0,0,A,0,DV,10,34
4,0,0,A,0,DV,21,29
2,0,0,A,0,DV,21,30
3,0,0,M,2,DA,21,39
3,0,0,M,0,DA,25,38
3,0,0,M,0,DA,21,38
3,0,0,A,0,DA,21,46
2,0,0,M,0,DA,21,41
4,0,0,A,0,DV,21,22
3,0,3,D,2,DA,21,47
2,0,0,A,0,DV,21,28
4,0,0,A,0,DV,21,26
3,0,0,C,0,DV,21,58
3,0,1,A,0,DA,21,36
2,0,0,M,0,DA,25,54
2,0,0,A,0,DV,21,28
2,0,0,A,0,DV,21,30
3,0,0,A,0,DV,21,51
4,0,0,A,0,DV,21,53
3,1046,0,M,0,DV,21,31
2,0,0,A,0,DA,21,34
2,0,0,A,0,DV,21,29
3,0,0,A,0,DV,21,34
4,0,0,C,0,DV,21,22
3,0,0,A,0,DA,25,43
3,0,0,A,0,DV,21,45
2,0,0,D,0,DV,21,48
3,0,0,A,0,DA,21,32
3,0,0,D,2,DA,21,54
2,0,0,A,0,DV,21,20
4,1213,0,U,0,DV,21,29
3,0,0,A,0,DV,21,38
2,0,0,A,0,DV,21,31
3,0,0,A,0,DV,21,34
3,0,1,M,0,DV,21,28
4,0,0,C,0,DV,21,34
3,1628,2,M,0,DA,21,49
2,2870,1,M,0,DA,21,50
4,0,0,C,2,DV,21,24
3,0,0,A,0,DA,25,47
2,0,0,U,0,DA,25,45
2,0,0,A,0,DV,21,42
3,0,0,A,0,DV,21,32
2,2143,1,A,0,DV,21,31
2,0,0,A,0,DV,21,54
2,0,0,A,0,DV,21,64
3,1935,0,M,0,DV,21,27
4,0,0,A,0,DV,21,40
2,1537,0,C,0,DV,21,28
2,0,0,A,0,DA,21,51
3,0,0,B,0,DA,21,46
2,0,0,A,0,DA,21,37
4,0,0,C,0,DA,21,55
2,1321,0,U,0,DV,21,26
2,0,0,A,2,DA,10,58
2,0,0,A,0,DA,21,51
2,0,0,M,0,DA,25,48
2,0,0,A,0,DA,21,46
2,0,0,B,0,DA,25,41
3,1366,1,M,0,DV,21,27
2,0,0,A,0,DV,21,48
2,0,0,M,0,DA,21,56
3,0,0,A,0,DA,21,34
3,0,1,M,0,DA,21,32
2,0,0,A,0,DV,21,23
4,1478,0,U,0,DV,21,34
2,1417,0,C,0,DV,21,25
2,0,0,A,0,DV,21,49
